area,area_num_1,area_numbe,comarea,comarea_id,community,perimeter,shape_area,shape_len,coeff,bias,condo_coeff,condo_bias,sf_coeff,sf_bias,mf_coeff,mf_bias
0.0,15,15,0.0,0.0,PORTAGE PARK,0.0,110196097.139,46520.6421377,7608.721646569135,383713.8502256219,3744.9482521734894,183629.05245930792,8397.802290663762,400271.3333242525,21854.381415014508,448474.56399034266
0.0,16,16,0.0,0.0,IRVING PARK,0.0,89611382.3106,49083.2240938,30272.431529498117,425054.6683983369,10945.584523955387,243422.92105958538,2681.5446234103315,656315.4314272406,26189.901507845778,504088.77928800177
0.0,17,17,0.0,0.0,DUNNING,0.0,103595001.175,54555.9925337,5266.93721785304,333889.84252835787,8729.667140815929,206687.79598755811,3996.242415050813,355407.0281445012,42502.48887842013,421052.60900130955
0.0,18,18,0.0,0.0,MONTCLARE,0.0,27576393.6325,22404.8521448,23736.50014150371,295908.83697944094,13488.933221102763,178518.97244134478,16178.97789987452,324219.9395915571,34862.38588467677,405261.203673029
0.0,19,19,0.0,0.0,BELMONT CRAGIN,0.0,109099414.689,43311.707379,4339.934411266904,347598.4104474518,-3406.5214827732766,209358.30300099694,1632.2919385355585,331084.0807318219,10330.886714422066,408094.1860468776
0.0,2,2,0.0,0.0,WEST RIDGE,0.0,98429094.8621,43020.6894583,-403.55784274930227,289330.87276383274,2338.3339368427864,164938.14645870688,21859.236123132436,450770.1096646795,41530.0458640451,523965.1012279895
0.0,20,20,0.0,0.0,HERMOSA,0.0,32602059.4055,27179.0174378,11439.009585237285,366052.0798082289,-9562.201513948467,189327.29981965243,-9978.425448872746,391468.92593907187,33483.70882821627,383486.8702522224
0.0,21,21,0.0,0.0,AVONDALE,0.0,55290595.473,34261.9334038,22416.163100476817,466604.54345704167,-8128.504907617019,378975.1534883325,44528.4795125284,589665.3911960023,-3442.1679930705886,567431.8739607552
0.0,22,22,0.0,0.0,LOGAN SQUARE,0.0,100057566.7,49213.4217488,46385.420892233335,482519.1163612653,33926.428111202724,368189.2080642954,50699.23579539862,819229.5674848307,26066.865957379243,631727.2371658544
0.0,23,23,0.0,0.0,HUMBOLDT PARK,0.0,100480876.502,48583.0643299,-1194.092777551378,365929.563525347,5561.0840294069685,321283.2245421962,-10171.398366636042,398022.4880461713,7235.60597376959,379891.59566869366
0.0,24,24,0.0,0.0,WEST TOWN,0.0,127562904.597,55203.7186956,46416.01056081758,527691.9972254357,24653.150361279855,474351.82735405915,59542.965520308666,1037361.4444500892,7653.644563085839,791536.6355414286
0.0,25,25,0.0,0.0,AUSTIN,0.0,199254203.427,75226.4749167,-1632.2307108188108,282750.2005590613,592.1417376901205,151747.97172355244,-903.2237529988246,277040.1005180726,1933.3520182723187,321691.3248524415
0.0,26,26,0.0,0.0,WEST GARFIELD PARK,0.0,36092848.8151,26238.5419796,-7715.063312633478,246411.2157795357,-4894.690616645699,97568.20298803042,-16971.08534334141,211861.37484985276,-5522.439600745966,278672.9428769423
0.0,27,27,0.0,0.0,EAST GARFIELD PARK,0.0,53883220.8462,31514.6259565,12152.972439120178,260710.7365749335,16066.344568975652,148366.52829371396,-7418.226449157769,325902.71879811713,16943.316724791737,332559.1360240978
0.0,28,28,0.0,0.0,NEAR WEST SIDE,0.0,158492466.554,53003.5929406,29169.05383439205,459927.55089556763,28448.119083984566,465138.5538120877,-90094.4269736856,970250.9983997854,-226257.05740057584,914418.6417000225
0.0,29,29,0.0,0.0,NORTH LAWNDALE,0.0,89487422.0242,44959.4596627,16274.51846448085,236572.60210873868,-43655.5772229499,196433.60993881567,14009.012510472563,188228.05561425976,9933.207564225044,268638.31178735266
0.0,3,3,0.0,0.0,UPTOWN,0.0,65095642.7289,46972.7945549,16119.286468765327,314873.72247314407,11737.956510276916,293298.0849185399,61536.2838589712,1111425.7545639342,-61551.313778039126,913370.2669367456
0.0,30,30,0.0,0.0,SOUTH LAWNDALE,0.0,127998297.867,49904.0452102,-3352.140536832825,264295.93271840486,-29894.4219147822,170546.67191256635,-1774.665139072528,204587.0134430787,-7128.20519383859,306870.48924608005
0.0,31,31,0.0,0.0,LOWER WEST SIDE,0.0,81550723.6377,43229.3727036,393.59180447085004,458898.56750624586,25151.92537963561,372752.02627388714,-26575.59417485925,512657.89556538325,-42714.05713103266,562979.6816831208
0.0,33,33,0.0,0.0,NEAR SOUTH SIDE,0.0,49769639.4541,45053.1651038,1422.34186687394,417146.50244840427,-2512.391078749072,402222.05412570486,303645.1315884126,1156584.2748038617,0.0,0.0
0.0,34,34,0.0,0.0,ARMOUR SQUARE,0.0,27766196.0954,31948.5988398,42862.22940568605,351396.91750336334,8077.736530538897,273698.60670213116,33704.00185041572,513750.78227585775,70162.97380152579,407824.80338455917
0.0,10,10,0.0,0.0,NORWOOD PARK,0.0,121959105.47,80368.3743778,14770.408722641765,363889.13757673994,2565.4003688506764,165151.99322686702,14767.532136437703,397492.6813645326,44352.09749102739,465589.4980053256
0.0,8,8,0.0,0.0,NEAR NORTH SIDE,0.0,76675895.9728,57293.1649516,-7483.255601733197,460873.13120761537,-1825.9561431880777,440262.9849808632,150881.3238659264,2166337.522870663,101265.69478718535,1529972.4886986439
0.0,32,32,0.0,0.0,LOOP,0.0,46335565.4586,39428.6729962,-23248.87343548119,492695.63708711235,-21713.290004679016,517229.0246926024,0.0,0.0,0.0,0.0
0.0,43,43,0.0,0.0,SOUTH SHORE,0.0,81812716.3958,44249.6461173,-7487.947938999083,236708.88280054452,-636.12823675585,106640.82426174065,-29498.61857478007,302358.0057976396,9381.415799128263,308502.7515533679
0.0,44,44,0.0,0.0,CHATHAM,0.0,82320670.3112,42006.9450094,-11765.497964183656,238157.39991541472,6519.143376619919,50603.76000633968,-20600.353027831134,239944.81876273453,-8648.64959286809,302581.26731810044
0.0,45,45,0.0,0.0,AVALON PARK,0.0,34852737.7366,27630.822534,-22392.985529546906,260457.6461352215,0.0,0.0,-24368.576444603652,260330.0123959969,7019.889521600109,267926.39084006887
0.0,46,46,0.0,0.0,SOUTH CHICAGO,0.0,93272185.0092,52435.9794313,2759.2486302910384,180029.0056048122,8386.353964824888,43477.221154908104,2287.595196013935,169301.58824988833,17432.222651451826,185889.42232455217
0.0,47,47,0.0,0.0,BURNSIDE,0.0,16995983.2737,18137.9442529,5375.672344358626,177577.41064747493,0.0,0.0,-11322.700387104935,198403.31740723102,-39515.05576014148,232562.80760251314
0.0,59,59,0.0,0.0,MCKINLEY PARK,0.0,39431799.6479,26014.0968371,-15126.20176361017,379005.7405093958,7364.89620440367,250624.2665444842,-23265.845986674103,393999.73472219356,179.08153996224593,392408.9969294955
0.0,6,6,0.0,0.0,LAKE VIEW,0.0,87214799.2728,51973.0968677,10320.712218514955,444161.28074941156,9324.299568239201,380930.01315974776,109414.2936501216,1433896.8787146744,-447.7441584141762,1002956.6261508518
0.0,48,48,0.0,0.0,CALUMET HEIGHTS,0.0,48826241.5643,32925.3658706,9906.7883291258,208390.45188419576,0.0,0.0,7519.496466982508,212420.76887427247,7114.143233358779,266619.5119635029
0.0,49,49,0.0,0.0,ROSELAND,0.0,134313706.73,56632.7954292,-1836.3625448994349,180097.35400665767,-258127.65957440314,127399.99999999997,-5265.68681290971,182229.70197493825,28066.57220428788,173657.30442255127
0.0,5,5,0.0,0.0,NORTH CENTER,0.0,57054167.85,31391.6697542,39106.59241325347,689760.97595164,31009.928973798855,446284.79214701505,100627.75444535461,1156204.0711976504,8952.268520409863,769048.8276842552
0.0,50,50,0.0,0.0,PULLMAN,0.0,59001555.602,35572.0695077,-3504.1252994103497,169960.10760109348,4972.804638645537,111225.14913177124,-1921.668631277882,178320.19965105047,-7673.472719085055,186061.5313819165
0.0,51,51,0.0,0.0,SOUTH DEERING,0.0,303797059.66,80389.8718002,-5711.69406182051,139780.0844904628,28582.059145199564,76492.0201766477,-7153.398620935412,161514.76907472516,1776.510135050497,175374.96829721465
0.0,52,52,0.0,0.0,EAST SIDE,0.0,83241728.0493,52274.1928493,17078.28885100869,167584.46912812427,0.0,0.0,14300.603199695901,172479.97078715096,26446.003260514517,171386.97194068844
0.0,53,53,0.0,0.0,WEST PULLMAN,0.0,99365198.0822,50023.8430008,-2799.1479034593776,162946.6985048171,8545.292205055712,187721.69342475518,-3733.0381555694134,165139.27733292646,11436.285910699547,165008.5385501741
0.0,54,54,0.0,0.0,RIVERDALE,0.0,98389497.4143,46455.4408571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,55,55,0.0,0.0,HEGEWISCH,0.0,145965741.437,73692.3821322,7864.85005252004,197595.2393792302,13059.93690851685,84999.99999999999,6083.713300336534,209402.80719521028,36580.54941351199,121418.94996185605
0.0,56,56,0.0,0.0,GARFIELD RIDGE,0.0,117890778.429,60080.4479704,8561.173843564093,304269.7666530423,28732.124394670125,76233.9905702915,10250.549299495264,310426.21434127825,43122.24053721474,350121.94012656074
0.0,57,57,0.0,0.0,ARCHER HEIGHTS,0.0,55922505.7212,31880.0210295,1275.0434483902789,303943.3405413912,-5610.928692415689,100232.28725805349,6265.575995410416,273935.09575584927,23330.527402749227,364669.62092073896
0.0,58,58,0.0,0.0,BRIGHTON PARK,0.0,75892790.3114,36537.1343061,4968.817191722,286642.7762824956,9301.91435631465,228940.2677383442,-491.6440967870598,270826.78611804015,10242.509134614438,293342.6192424902
0.0,60,60,0.0,0.0,BRIDGEPORT,0.0,58291519.2767,32732.7183268,13108.614052747356,451023.22165404254,-3578.125509200758,283170.7038043203,22344.504481781238,493447.01837015635,-3390.1046515577996,470447.6212774716
0.0,61,61,0.0,0.0,NEW CITY,0.0,134636963.254,48133.595961,-5745.774057269992,229375.22152129246,6757.904934757266,198664.22029503898,-1489.3128490386975,219085.182580741,2185.223872725027,229473.23897190846
0.0,62,62,0.0,0.0,WEST ELSDON,0.0,32711091.4259,26229.6956007,-9924.053950129679,286005.47492820665,11511.043695743994,121657.37049434196,-2051.777675010139,276131.6553947451,18356.501588808464,357015.144172745
0.0,63,63,0.0,0.0,GAGE PARK,0.0,61284896.1132,32294.1959107,6055.904770781699,234935.35630798538,19104.06919214672,89116.46856179705,4047.087776758409,227400.00830613635,3826.1294464032044,276505.1317617623
0.0,64,64,0.0,0.0,CLEARING,0.0,71145192.3827,45363.2861749,13292.289329896637,255127.03439504726,15055.814932329844,130834.58003316812,11315.876522149601,290488.02678657975,27245.64174224826,364717.05058503075
0.0,65,65,0.0,0.0,WEST LAWN,0.0,82315301.6831,41934.4901309,12855.159852873578,225048.08024851768,2079.8218237401707,73418.11886785545,7844.623481715329,260937.7444272826,53914.166597436895,288440.4801409158
0.0,66,66,0.0,0.0,CHICAGO LAWN,0.0,98279465.1151,40073.0998382,-766.0041832756737,242498.55646340828,29032.258064497764,71999.99999999999,189.01348014676793,221362.3815089897,5965.581779388502,284112.87141917826
0.0,67,67,0.0,0.0,WEST ENGLEWOOD,0.0,87947691.9478,40195.2033069,-13.035250066911228,164952.36958256885,0.0,0.0,2469.7233470737897,143391.5087877075,12339.080116351815,192182.09500611515
0.0,68,68,0.0,0.0,ENGLEWOOD,0.0,85652323.0826,42316.8442973,-2297.4491857002076,168041.87716870723,-473684.2105257264,119999.99999999999,-4226.38290375423,118564.04935264993,-1331.6543804814432,212203.77254465022
0.0,69,69,0.0,0.0,GREATER GRAND CROSSING,0.0,98853167.7093,54645.3302996,-6961.377633895905,225455.0950352329,-15727.909716622937,61001.68247865554,-11950.175828541207,208381.76692984742,-1749.2852359058518,244494.4549602718
0.0,7,7,0.0,0.0,LINCOLN PARK,0.0,88316400.4728,49478.4277714,58206.61464347167,611680.7727235113,33846.00734726275,496627.50297430623,89220.84083037589,2057710.5287750578,10226.579788359668,1284929.2432656456
0.0,70,70,0.0,0.0,ASHBURN,0.0,135460337.208,54818.1546317,6933.842130917661,243783.0957036761,-8380.027230921103,116103.85999064693,6211.631072524965,247082.64143301776,12701.45988595624,340644.6427838329
0.0,71,71,0.0,0.0,AUBURN GRESHAM,0.0,105065353.602,46757.7217161,-4632.023110606286,230496.90528580509,17126.411577677,65133.163395825715,-2924.882730435479,210241.1077275605,9827.507363754172,262925.46744712075
0.0,72,72,0.0,0.0,BEVERLY,0.0,88779363.9384,44591.4851009,-12723.224508340114,410315.7828991004,16297.5867790468,118693.67886404303,-14786.49769930076,433898.7181833632,-100331.69653905007,504377.7181825883
0.0,73,73,0.0,0.0,WASHINGTON HEIGHTS,0.0,79635752.8769,42222.598163,-13865.853979745954,239086.44742785595,0.0,0.0,-15389.4043136362,240387.16283428436,16416.701374824366,234939.67466310604
0.0,74,74,0.0,0.0,MOUNT GREENWOOD,0.0,75584290.0209,48665.1305392,10797.619285578707,279114.5491054956,3579.0356523396445,132630.35772291568,7347.412137559593,300737.3402320879,0.0,0.0
0.0,75,75,0.0,0.0,MORGAN PARK,0.0,91877340.6988,46396.419362,-4708.467494055802,248479.55604175435,20319.58731367794,94618.16291173222,-15008.091250075428,267485.8828567233,-56113.5041143828,412146.4913173451
0.0,76,76,0.0,0.0,OHARE,0.0,371835607.687,173625.98466,7743.798314657666,215467.02307642897,15601.719826147628,140016.6945593589,16494.571359506303,409605.2152928371,30845.918167952743,572785.1359764051
0.0,77,77,0.0,0.0,EDGEWATER,0.0,48449990.8397,31004.8309456,-11827.235317679155,333943.39692682546,-3803.62340706819,258698.84769391138,-24817.640606275396,1047849.2829698531,8384.281061570651,752259.8234496997
0.0,9,9,0.0,0.0,EDISON PARK,0.0,31636313.7864,25937.226841,5729.715971497398,389306.6658200947,11697.836034191872,174913.70443240282,9380.907196631813,487606.4998306218,70.12839321827468,512583.5082448319
