SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),11526 S Princeton Ave,Chicago,IL,60628,359999,7,5.0,CHI - West Pullman,,3125,1909,15,,,Active,,,https://www.redfin.com/IL/Chicago/11526-S-Princeton-Ave-60628/home/13062133,MRED as Distributed by MLS Grid,11882891,N,Y,41.684359,-87.6303414
MLS Listing,,Multi-Family (2-4 Unit),12021 S Eggleston Ave,Chicago,IL,60628,449999,8,10.0,CHI - West Pullman,,6098,1902,15,,,Active,,,https://www.redfin.com/IL/Chicago/12021-S-Eggleston-Ave-60628/home/13058876,MRED as Distributed by MLS Grid,11882899,N,Y,41.6753496,-87.6331174
MLS Listing,,Multi-Family (2-4 Unit),3253 N Elston Ave,Chicago,IL,60618,2499900,12,9.0,CHI - Avondale,,2675,2023,15,,,Active,,,https://www.redfin.com/IL/Chicago/3253-N-Elston-Ave-60618/home/13452567,MRED as Distributed by MLS Grid,11919448,N,Y,41.9405216,-87.6995752
MLS Listing,,Single Family Residential,29 W 114th Pl,Chicago,IL,60628,164999,3,1.0,CHI - Roseland,1250,3125,1889,15,132,,Active,,,https://www.redfin.com/IL/Chicago/29-W-114th-Pl-60628/home/13061996,MRED as Distributed by MLS Grid,11898274,N,Y,41.6860399,-87.6241356
MLS Listing,,Single Family Residential,8240 S Morgan St,Chicago,IL,60620,310000,6,2.5,CHI - Auburn Gresham,2800,,1925,15,111,,Active,,,https://www.redfin.com/IL/Chicago/8240-S-Morgan-St-60620/home/13229505,MRED as Distributed by MLS Grid,11919378,N,Y,41.7438933,-87.6489958
MLS Listing,,Single Family Residential,7640 S Luella Ave,Chicago,IL,60649,255000,5,2.0,CHI - South Shore,1500,,1916,15,170,,Active,,,https://www.redfin.com/IL/Chicago/7640-S-Luella-Ave-60649/home/13922867,MRED as Distributed by MLS Grid,11919385,N,Y,41.7559502,-87.5702459
MLS Listing,,Condo/Co-op,4250 N Marine Dr #434,Chicago,IL,60613,110000,0,1.0,Imperial Towers,525,,1966,15,210,429,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/unit-434/home/13396646,MRED as Distributed by MLS Grid,11919367,N,Y,41.9598845,-87.647122
MLS Listing,,Vacant Land,11600 Lamon Ave,Alsip,IL,60803,30000,,,Alsip / Garden Homes,,,,15,,,Active,,,https://www.redfin.com/IL/Alsip/11600-S-Lamon-Ave-60803/home/147102958,MRED as Distributed by MLS Grid,11919393,N,Y,41.681272,-87.741791
MLS Listing,,Condo/Co-op,6642 S Kimbark Ave #2,Chicago,IL,60637,280000,2,2.0,South Campus,1500,,2001,15,187,215,Active,,,https://www.redfin.com/IL/Chicago/6642-S-Kimbark-Ave-60637/unit-2/home/12670033,MRED as Distributed by MLS Grid,11915371,N,Y,41.7737791,-87.5948254
MLS Listing,,Multi-Family (2-4 Unit),7849 S Woodlawn Ave,Chicago,IL,60619,235000,5,3.0,CHI - Avalon Park,,,1875,15,,,Active,,,https://www.redfin.com/IL/Chicago/7849-S-Woodlawn-Ave-60619/home/13920104,MRED as Distributed by MLS Grid,11919375,N,Y,41.7517409,-87.5952216
MLS Listing,,Single Family Residential,10748 S Avenue N,Chicago,IL,60617,175000,2,2.0,CHI - East Side,1056,3746,1940,15,166,,Active,,,https://www.redfin.com/IL/Chicago/10748-S-Avenue-N-60617/home/13036364,MRED as Distributed by MLS Grid,11919377,N,Y,41.6994893,-87.5391627
MLS Listing,,Single Family Residential,8518 S Givins Ct,Chicago,IL,60620,35000,3,1.0,CHI - Auburn Gresham,627,3000,1890,15,56,,Active,,,https://www.redfin.com/IL/Chicago/8518-S-Givins-Ct-60620/home/13226820,MRED as Distributed by MLS Grid,11860632,N,Y,41.7391431,-87.6430887
MLS Listing,,Single Family Residential,4117 N Oakley Ave,Chicago,IL,60618,700000,4,1.5,CHI - North Center,1354,,1901,15,517,,Active,,,https://www.redfin.com/IL/Chicago/4117-N-Oakley-Ave-60618/home/13390388,MRED as Distributed by MLS Grid,11888315,N,Y,41.9564034,-87.6858774
MLS Listing,,Single Family Residential,3808 W 109th Pl,Chicago,IL,60655,445000,3,2.5,CHI - Mount Greenwood,2840,,1947,15,157,,Active,,,https://www.redfin.com/IL/Chicago/3808-W-109th-Pl-60655/home/13153151,MRED as Distributed by MLS Grid,11919349,N,Y,41.6942336,-87.7160044
MLS Listing,,Multi-Family (2-4 Unit),4724 S Prairie Ave,Chicago,IL,60615,475000,11,3.0,CHI - Grand Boulevard,,,,15,,,Active,,,https://www.redfin.com/IL/Chicago/4724-S-Prairie-Ave-60615/home/13951719,MRED as Distributed by MLS Grid,11919159,N,Y,41.8085493,-87.6199684
MLS Listing,,Single Family Residential,3408 W 66th St,Chicago,IL,60629,300000,4,2.5,Westlawn,1120,3125,1977,15,268,,Active,,,https://www.redfin.com/IL/Chicago/3408-W-66th-St-60629/home/188159564,MRED as Distributed by MLS Grid,11915258,N,Y,41.7736539,-87.7082916
MLS Listing,,Multi-Family (2-4 Unit),552 E 46th Pl,Chicago,IL,60653,999999,6,6.0,Bronzeville,,3250,2020,15,,,Active,,,https://www.redfin.com/IL/Chicago/552-E-46th-Pl-60653/home/188201199,MRED as Distributed by MLS Grid,11919235,N,Y,41.8104091,-87.612158
MLS Listing,,Single Family Residential,5440 S Oak Park Ave,Chicago,IL,60638,395800,5,2.0,CHI - Garfield Ridge,1056,3750,1956,15,375,,Active,,,https://www.redfin.com/IL/Chicago/5440-S-Oak-Park-Ave-60638/home/14030256,MRED as Distributed by MLS Grid,11919327,N,Y,41.7928771,-87.7918669
MLS Listing,,Single Family Residential,5207 S Mason Ave,Chicago,IL,60638,329900,3,1.0,CHI - Garfield Ridge,1152,5009,1947,15,286,,Active,,,https://www.redfin.com/IL/Chicago/5207-S-Mason-Ave-60638/home/14026669,MRED as Distributed by MLS Grid,11919301,N,Y,41.7978332,-87.7707546
MLS Listing,,Townhouse,904 S Morgan St,Chicago,IL,60607,950000,3,2.5,CHI - Near West Side,3600,,1991,15,264,,Active,,,https://www.redfin.com/IL/Chicago/904-S-Morgan-St-60607/home/14089506,MRED as Distributed by MLS Grid,11919275,N,Y,41.8702148,-87.6514227
MLS Listing,,Condo/Co-op,3041 S Michigan Ave #413,Chicago,IL,60616,109900,1,1.0,South Commons,600,,1973,15,183,329,Active,,,https://www.redfin.com/IL/Chicago/3041-S-Michigan-Ave-60616/unit-413/home/12751501,MRED as Distributed by MLS Grid,11919258,N,Y,41.8391573,-87.6227944
MLS Listing,,Single Family Residential,1405 W 72nd St,Chicago,IL,60636,239000,5,2.0,CHI - West Englewood,2735,,1916,15,87,,Active,,,https://www.redfin.com/IL/Chicago/1405-W-72nd-St-60636/home/13914308,MRED as Distributed by MLS Grid,11919242,N,Y,41.7629428,-87.6591727
MLS Listing,,Condo/Co-op,6334 N Sheridan Rd Unit 7D,Chicago,IL,60660,129000,1,1.0,Edgewater Beach,900,,1924,15,143,576,Active,,,https://www.redfin.com/IL/Chicago/6334-N-Sheridan-Rd-60660/unit-7D/home/13413972,MRED as Distributed by MLS Grid,11918985,N,Y,41.997615,-87.656029
MLS Listing,,Townhouse,2513 S Calumet Ave,Chicago,IL,60616,595000,3,3.0,CHI - Near South Side,1867,800,2007,15,319,350,Active,,,https://www.redfin.com/IL/Chicago/2513-S-Calumet-Ave-60616/home/39573482,MRED as Distributed by MLS Grid,11917309,N,Y,41.8471039,-87.6187249
MLS Listing,,Condo/Co-op,3652 W 119th St Unit 204C,Alsip,IL,60803,129900,2,1.0,Alsip / Garden Homes,900,,1978,16,144,250,Active,,,https://www.redfin.com/IL/Alsip/3652-W-119th-St-60803/unit-204C/home/188198795,MRED as Distributed by MLS Grid,11919227,N,Y,41.6770732,-87.7117582
MLS Listing,,Condo/Co-op,3652 W 119th St Unit 303C,Alsip,IL,60803,129900,2,1.0,Alsip / Garden Homes,900,,1972,16,144,250,Active,,,https://www.redfin.com/IL/Alsip/3652-W-119th-St-60803/unit-303C/home/185519232,MRED as Distributed by MLS Grid,11919220,N,Y,41.6770732,-87.7117582
MLS Listing,,Single Family Residential,4850 N Newland Ave,Chicago,IL,60656,419000,2,2.0,Big Oaks,1227,5535,1955,16,341,,Active,,,https://www.redfin.com/IL/Chicago/4850-N-Newland-Ave-60656/home/13505283,MRED as Distributed by MLS Grid,11919205,N,Y,41.9698302,-87.8003884
MLS Listing,,Multi-Family (2-4 Unit),1032 N Trumbull Ave,Chicago,IL,60651,379900,4,2.0,CHI - Humboldt Park,,3125,1918,16,,,Active,,,https://www.redfin.com/IL/Chicago/1032-N-Trumbull-Ave-60651/home/185551381,MRED as Distributed by MLS Grid,11919203,N,Y,41.9001084,-87.7131243
MLS Listing,,Single Family Residential,5004 W Argyle St,Chicago,IL,60630,999000,6,5.5,CHI - Jefferson Park,3700,3994,2023,16,270,,Active,,,https://www.redfin.com/IL/Chicago/5004-W-Argyle-St-60630/home/13497286,MRED as Distributed by MLS Grid,11919177,N,Y,41.9720524,-87.7360664
MLS Listing,,Single Family Residential,8040 S Merrill Ave,Chicago,IL,60617,307000,5,3.0,CHI - South Chicago,2500,4373,1925,16,123,,Active,,,https://www.redfin.com/IL/Chicago/8040-S-Merrill-Ave-60617/home/13220275,MRED as Distributed by MLS Grid,11870662,N,Y,41.7486474,-87.572549
MLS Listing,,Condo/Co-op,7100 W Cullom Ave #317,Norridge,IL,60706,298000,2,1.0,Norridge,,,1983,16,,233,Active,,,https://www.redfin.com/IL/Norridge/7100-W-Cullom-Ave-60706/unit-317/home/13472307,MRED as Distributed by MLS Grid,11919187,N,Y,41.9587273,-87.8054218
MLS Listing,,Single Family Residential,4737 S Wolcott Ave,Chicago,IL,60609,77700,5,2.0,CHI - New City,1400,3023,1900,16,56,,Active,,,https://www.redfin.com/IL/Chicago/4737-S-Wolcott-Ave-60609/home/13957068,MRED as Distributed by MLS Grid,11919163,N,Y,41.8073895,-87.6719925
MLS Listing,,Single Family Residential,6016 N Monticello Ave,Chicago,IL,60659,544900,4,2.5,CHI - North Park,,3840,1952,16,,,Active,,,https://www.redfin.com/IL/Chicago/6016-N-Monticello-Ave-60659/home/13517147,MRED as Distributed by MLS Grid,11919149,N,Y,41.9907472,-87.7204019
MLS Listing,,Parking,1459 W Farragut Ave Unit GARAGE,Chicago,IL,60640,,,,CHI - Edgewater,,,1914,16,,,Active,,,https://www.redfin.com/IL/Chicago/1459-W-Farragut-Ave-60640/unit-GARAGE/home/188198108,MRED as Distributed by MLS Grid,11919137,N,Y,41.9769064,-87.6670984
MLS Listing,,Single Family Residential,9646 S Peoria St,Chicago,IL,60643,290000,4,2.0,CHI - Washington Heights,960,3746,1954,16,302,,Active,,,https://www.redfin.com/IL/Chicago/9646-S-Peoria-St-60643/home/13097010,MRED as Distributed by MLS Grid,11919103,N,Y,41.7178935,-87.6458
MLS Listing,,Condo/Co-op,405 N Wabash Ave #3411,Chicago,IL,60611,309000,1,1.0,CHI - Near North Side,889,,1978,16,348,665,Active,,,https://www.redfin.com/IL/Chicago/405-N-Wabash-Ave-60611/unit-3411/home/14098722,MRED as Distributed by MLS Grid,11919104,N,Y,41.8897222,-87.6257722
MLS Listing,,Single Family Residential,10618 S Christiana Ave,Chicago,IL,60655,305000,3,2.0,CHI - Mount Greenwood,2452,4181,1971,16,124,,Active,,,https://www.redfin.com/IL/Chicago/10618-S-Christiana-Ave-60655/home/13153047,MRED as Distributed by MLS Grid,11919090,N,Y,41.6999181,-87.705234
MLS Listing,,Single Family Residential,7667 W Forest Preserve Ave,Chicago,IL,60634,514999,4,3.0,CHI - Dunning,,,,16,,,Active,,,https://www.redfin.com/IL/Chicago/7667-W-Forest-Preserve-Ave-60634/home/13544552,MRED as Distributed by MLS Grid,11919078,N,Y,41.9477681,-87.8190649
MLS Listing,,Single Family Residential,6030 S Wabash Ave,Chicago,IL,60621,146900,4,2.0,CHI - Washington Park,1068,,,16,138,,Active,,,https://www.redfin.com/IL/Chicago/6030-S-Wabash-Ave-60637/home/13944257,MRED as Distributed by MLS Grid,11919079,N,Y,41.7846676,-87.6243051
MLS Listing,,Parking,30 E Huron St Unit P-248,Chicago,IL,60611,19000,,,CHI - Near North Side,,120,1980,16,,81,Active,,,https://www.redfin.com/IL/Chicago/30-E-Huron-St-60611/unit-P-248/home/12647746,MRED as Distributed by MLS Grid,11919054,N,Y,41.8951123,-87.6266389
MLS Listing,,Multi-Family (2-4 Unit),4922 W Van Buren St,Chicago,IL,60644,379900,8,3.0,CHI - Austin,,,1913,16,,,Active,,,https://www.redfin.com/IL/Chicago/4922-W-Van-Buren-St-60644/home/13252256,MRED as Distributed by MLS Grid,11919049,N,Y,41.8751403,-87.7481339
MLS Listing,,Multi-Family (2-4 Unit),6443 N Fairfield Ave,Chicago,IL,60645,570000,4,2.5,CHI - West Ridge,,,1958,16,,,Active,,,https://www.redfin.com/IL/Chicago/6443-N-Fairfield-Ave-60645/home/13582772,MRED as Distributed by MLS Grid,11917901,N,Y,41.9988231,-87.6982104
MLS Listing,,Condo/Co-op,6171 N Sheridan Rd #1912,Chicago,IL,60660,279900,2,2.0,CHI - Edgewater,1300,,1970,16,215,826,Active,,,https://www.redfin.com/IL/Chicago/6171-N-Sheridan-Rd-60660/unit-1912/home/13413281,MRED as Distributed by MLS Grid,11918974,N,Y,41.9944051,-87.6549099
MLS Listing,,Single Family Residential,503 W 125th St,Chicago,IL,60628,185000,4,2.0,CHI - West Pullman,1120,4613,1951,16,165,,Active,,,https://www.redfin.com/IL/Chicago/503-W-125th-St-60628/home/13055708,MRED as Distributed by MLS Grid,11919204,N,Y,41.666739,-87.6345439
MLS Listing,,Single Family Residential,12022 S Wentworth Ave,Chicago,IL,60628,189900,5,2.0,CHI - West Pullman,,3689,,16,,,Active,,,https://www.redfin.com/IL/Chicago/12022-S-Wentworth-Ave-60628/home/13056634,MRED as Distributed by MLS Grid,11919207,N,Y,41.6754713,-87.6276809
MLS Listing,,Multi-Family (2-4 Unit),5706 S Peoria St,Chicago,IL,60621,360000,7,3.0,CHI - Englewood,,,1905,16,,,Active,,,https://www.redfin.com/IL/Chicago/5706-S-Peoria-St-60621/home/13940364,MRED as Distributed by MLS Grid,11918999,N,Y,41.790312,-87.6477897
MLS Listing,,Multi-Family (2-4 Unit),6926 S Marshfield Ave,Chicago,IL,60636,299900,13,3.5,CHI - West Englewood,,6250,1895,16,,,Active,,,https://www.redfin.com/IL/Chicago/6926-S-Marshfield-Ave-60636/home/13934153,MRED as Distributed by MLS Grid,11919007,N,Y,41.7675914,-87.6653521
MLS Listing,,Multi-Family (2-4 Unit),7431 S Saint Lawrence Ave,Chicago,IL,60619,164900,6,2.0,CHI - Greater Grand Crossing,,3125,1910,16,,,Active,,,https://www.redfin.com/IL/Chicago/7431-S-Saint-Lawrence-Ave-60619/home/13919054,MRED as Distributed by MLS Grid,11918438,N,Y,41.7593697,-87.6100175
MLS Listing,,Single Family Residential,9029 S Yates Blvd,Chicago,IL,60617,249900,4,1.5,,1363,3750,1958,16,183,,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60617/home/13044543,MRED as Distributed by MLS Grid,11914199,N,Y,41.7307799,-87.5655594
MLS Listing,,Condo/Co-op,7033 N Kedzie Ave #1704,Chicago,IL,60645,229000,2,2.0,Winston Towers,1700,,1967,16,135,1068,Active,,,https://www.redfin.com/IL/Chicago/7033-N-Kedzie-Ave-60645/unit-1704/home/13585244,MRED as Distributed by MLS Grid,11917787,N,Y,42.009044,-87.7084466
MLS Listing,,Multi-Family (2-4 Unit),3261 N Central Park Ave,Chicago,IL,60618,775000,5,3.0,CHI - Avondale,,4125,,16,,,Active,,,https://www.redfin.com/IL/Chicago/3261-N-Central-Park-Ave-60618/home/186043883,MRED as Distributed by MLS Grid,11918960,N,Y,41.9410067,-87.7171462
MLS Listing,,Single Family Residential,3001 S Quinn St,Chicago,IL,60608,449900,4,2.0,CHI - Bridgeport,2200,5500,,16,205,,Active,,,https://www.redfin.com/IL/Chicago/3001-S-Quinn-St-60608/home/187805358,MRED as Distributed by MLS Grid,11918959,N,Y,41.8394655,-87.6490605
MLS Listing,,Single Family Residential,4401 N Keokuk Ave,Chicago,IL,60630,599987,4,3.0,CHI - Irving Park,2563,3125,1890,16,234,,Active,,,https://www.redfin.com/IL/Chicago/4401-N-Keokuk-Ave-60630/home/13481692,MRED as Distributed by MLS Grid,11903801,N,Y,41.9611315,-87.7313637
MLS Listing,,Single Family Residential,12356 S Green St,Calumet Park,IL,60827,225000,4,2.0,Calumet Park,2200,3515,1920,17,102,,Active,,,https://www.redfin.com/IL/Calumet-Park/12356-S-Green-St-60827/home/18912482,MRED as Distributed by MLS Grid,11918944,N,Y,41.6688789,-87.6430541
MLS Listing,,Single Family Residential,5645 N Meade Ave,Chicago,IL,60646,614000,4,4.0,CHI - Norwood Park,3200,3720,1913,17,192,,Active,,,https://www.redfin.com/IL/Chicago/5645-N-Meade-Ave-60646/home/13509885,MRED as Distributed by MLS Grid,11918616,N,Y,41.9842668,-87.7801315
MLS Listing,,Single Family Residential,11241 S Green Bay Ave,Chicago,IL,60617,240000,3,1.0,CHI - East Side,1040,3136,1969,17,231,,Active,,,https://www.redfin.com/IL/Chicago/11241-S-Green-Bay-Ave-60617/home/13032910,MRED as Distributed by MLS Grid,11918912,N,Y,41.6906296,-87.5410245
MLS Listing,,Single Family Residential,11530 S Elizabeth St,Chicago,IL,60643,260000,3,2.0,CHI - West Pullman,1120,,1968,17,232,,Active,,,https://www.redfin.com/IL/Chicago/11530-S-Elizabeth-St-60643/home/186243558,MRED as Distributed by MLS Grid,11917243,N,Y,41.6840207,-87.6533723
MLS Listing,,Condo/Co-op,505 N Lake Shore Dr #3002,Chicago,IL,60611,629900,2,2.0,Lake Point Tower,1450,,1969,17,434,1240,Active,,,https://www.redfin.com/IL/Chicago/505-N-Lake-Shore-Dr-60611/unit-3002/home/14096674,MRED as Distributed by MLS Grid,11918926,N,Y,41.8917026,-87.6126117
MLS Listing,,Condo/Co-op,132 E Delaware Pl Unit 6205-07,Chicago,IL,60611,3950000,3,3.5,Bloomingdales,3600,,1989,17,1097,3928,Active,,,https://www.redfin.com/IL/Chicago/132-E-Delaware-Pl-60611/unit-6205-07/home/40443834,MRED as Distributed by MLS Grid,11916419,N,Y,41.8996309,-87.6251371
MLS Listing,,Single Family Residential,4846 S Leclaire Ave,Chicago,IL,60638,345000,5,2.0,CHI - Garfield Ridge,1008,3750,1958,17,342,,Active,,,https://www.redfin.com/IL/Chicago/4846-S-LeClaire-Ave-60638/home/14024705,MRED as Distributed by MLS Grid,11918900,N,Y,41.8043552,-87.7506689
MLS Listing,,Multi-Family (2-4 Unit),7932 S Drexel Ave,Chicago,IL,60619,335000,4,2.0,CHI - Chatham,,3750,1924,17,,,Active,,,https://www.redfin.com/IL/Chicago/7932-S-Drexel-Ave-60619/home/22850613,MRED as Distributed by MLS Grid,11918907,N,Y,41.7502945,-87.6029697
MLS Listing,,Single Family Residential,4807 S Luna Ave,Chicago,IL,60638,310000,3,1.5,CHI - Garfield Ridge,1100,10890,,17,282,,Active,,,https://www.redfin.com/IL/Chicago/4807-S-Luna-Ave-60638/home/14026402,MRED as Distributed by MLS Grid,11918876,N,Y,41.8051851,-87.76113
MLS Listing,,Condo/Co-op,1530 S State St Unit 15D,Chicago,IL,60605,425000,2,2.0,Dearborn Tower,1378,,2001,17,308,880,Active,,,https://www.redfin.com/IL/Chicago/1530-S-State-St-60605/unit-15D/home/12665753,MRED as Distributed by MLS Grid,11918896,N,Y,41.8612054,-87.6284311
MLS Listing,,Condo/Co-op,480 N Mcclurg Ct #601,Chicago,IL,60611,462000,2,2.0,Citiview Condos,1200,,1991,17,385,876,Active,,,https://www.redfin.com/IL/Chicago/480-N-McClurg-Ct-60611/unit-601/home/185545486,MRED as Distributed by MLS Grid,11918300,N,Y,41.8903025,-87.6179864
MLS Listing,,Multi-Family (2-4 Unit),1210 W Wellington Ave,Chicago,IL,60657,1600000,7,6.0,CHI - Lake View,,4650,1925,17,,,Active,,,https://www.redfin.com/IL/Chicago/1210-W-Wellington-Ave-60657/home/13365131,MRED as Distributed by MLS Grid,11918463,N,Y,41.9364447,-87.6593846
MLS Listing,,Condo/Co-op,7234 W North Ave #514,Elmwood Park,IL,60707,139000,1,1.0,Elmwood Park,,,1976,17,,397,Active,,,https://www.redfin.com/IL/Elmwood-Park/7234-W-North-Ave-60707/unit-514/home/12563920,MRED as Distributed by MLS Grid,11918864,N,Y,41.9091423,-87.8077989
MLS Listing,,Single Family Residential,3647 W 60th Pl,Chicago,IL,60629,259000,4,2.0,CHI - West Lawn,1029,3136,,17,252,,Active,,,https://www.redfin.com/IL/Chicago/3647-W-60th-Pl-60629/home/14008742,MRED as Distributed by MLS Grid,11918858,N,Y,41.7831033,-87.7149933
MLS Listing,,Multi-Family (2-4 Unit),7843 S Cregier Ave,Chicago,IL,60649,335000,6,2.0,CHI - South Shore,,3484,1915,17,,,Active,,,https://www.redfin.com/IL/Chicago/7843-S-Cregier-Ave-60649/home/13921781,MRED as Distributed by MLS Grid,11902646,N,Y,41.7520831,-87.5805732
MLS Listing,,Single Family Residential,10032 S May St,Chicago,IL,60643,69200,4,1.5,CHI - Washington Heights,1045,3872,1987,17,66,,Active,,,https://www.redfin.com/IL/Chicago/10032-S-May-St-60643/home/13094395,MRED as Distributed by MLS Grid,11918840,N,Y,41.7112986,-87.6517583
MLS Listing,,Multi-Family (2-4 Unit),2937 W Jackson Blvd,Chicago,IL,60612,265000,5,3.0,CHI - East Garfield Park,,3049,1890,17,,,Active,,,https://www.redfin.com/IL/Chicago/2937-W-Jackson-Blvd-60612/home/147713341,MRED as Distributed by MLS Grid,11918781,N,Y,41.8771867,-87.700133
MLS Listing,,Single Family Residential,6211 S Melvina Ave,Chicago,IL,60638,185600,3,1.0,CHI - Clearing,1259,3750,1958,17,147,,Active,,,https://www.redfin.com/IL/Chicago/6211-S-Melvina-Ave-60638/home/14001430,MRED as Distributed by MLS Grid,11918827,N,Y,41.7792058,-87.7761603
MLS Listing,,Single Family Residential,9944 S Union Ave,Chicago,IL,60638,274900,4,3.0,CHI - Washington Heights,2291,,1942,17,120,,Active,,,https://www.redfin.com/IL/Chicago/9944-S-Union-Ave-60628/home/13093011,MRED as Distributed by MLS Grid,11918735,N,Y,41.7128921,-87.6408276
MLS Listing,,Single Family Residential,2326 N Knox Ave,Chicago,IL,60639,675000,4,3.5,CHI - Belmont Cragin,2456,3746,2019,17,275,,Active,,,https://www.redfin.com/IL/Chicago/2326-N-Knox-Ave-60639/home/186127328,MRED as Distributed by MLS Grid,11918804,N,Y,41.9232906,-87.7429263
MLS Listing,,Single Family Residential,9537 S La Salle St,Chicago,IL,60628,120000,3,1.0,CHI - Roseland,,3125,1966,17,,,Active,,,https://www.redfin.com/IL/Chicago/9537-S-La-Salle-St-60628/home/13092286,MRED as Distributed by MLS Grid,11918788,N,Y,41.7205886,-87.6271431
MLS Listing,,Multi-Family (2-4 Unit),6126 S Eberhart Ave,Chicago,IL,60637,835000,9,6.0,CHI - Woodlawn,,3750,2023,17,,,Active,,,https://www.redfin.com/IL/Chicago/6126-S-Eberhart-Ave-60637/home/188194645,MRED as Distributed by MLS Grid,11916722,N,Y,41.783102,-87.6135261
MLS Listing,,Single Family Residential,1453 N Parkside Ave,Chicago,IL,60651,579999,4,3.5,CHI - Austin,3000,5000,2023,17,193,,Active,,,https://www.redfin.com/IL/Chicago/1453-N-Parkside-Ave-60651/home/13277627,MRED as Distributed by MLS Grid,11918795,N,Y,41.9073338,-87.7667619
MLS Listing,,Condo/Co-op,4152 S Indiana Ave Unit 2S,Chicago,IL,60653,285000,3,2.0,CHI - Grand Boulevard,1400,,2006,17,204,214,Active,,,https://www.redfin.com/IL/Chicago/4152-S-Indiana-Ave-60653/unit-2S/home/18941222,MRED as Distributed by MLS Grid,11918691,N,Y,41.8186335,-87.6219331
MLS Listing,,Parking,845 N Kingsbury St Unit GU37,Chicago,IL,60610,19900,,,CHI - Near North Side,,,2007,17,,45,Active,,,https://www.redfin.com/IL/Chicago/845-N-Kingsbury-St-60610/unit-GU37/home/26812036,MRED as Distributed by MLS Grid,11918774,N,Y,41.89852,-87.64342
MLS Listing,,Single Family Residential,1814 W Erie St,Chicago,IL,60622,1839000,6,5.0,CHI - West Town,4100,3000,2024,17,449,,Active,,,https://www.redfin.com/IL/Chicago/1814-W-Erie-St-60622/home/45516529,MRED as Distributed by MLS Grid,11891826,N,Y,41.893514,-87.672793
MLS Listing,,Single Family Residential,4827 W Haddon Ave,Chicago,IL,60651,499999,4,3.0,CHI - Austin,3000,3484,2023,17,167,,Active,,,https://www.redfin.com/IL/Chicago/4827-W-Haddon-Ave-60651/home/13279628,MRED as Distributed by MLS Grid,11917730,N,Y,41.9012278,-87.7470763
MLS Listing,,Multi-Family (2-4 Unit),8930 S Baltimore Ave,Chicago,IL,60617,79900,6,2.0,CHI - South Chicago,,3484,1885,17,,,Active,,,https://www.redfin.com/IL/Chicago/8930-S-Baltimore-Ave-60617/home/183892928,MRED as Distributed by MLS Grid,11918562,N,Y,41.7327952,-87.5488355
MLS Listing,,Multi-Family (2-4 Unit),2316 W Melrose St,Chicago,IL,60618,850000,6,5.0,CHI - North Center,,3125,1891,17,,,Active,,,https://www.redfin.com/IL/Chicago/2316-W-Melrose-St-60618/home/13385897,MRED as Distributed by MLS Grid,11916715,N,Y,41.9405607,-87.686415
MLS Listing,,Condo/Co-op,212 E Cullerton St #403,Chicago,IL,60616,272000,1,1.0,CHI - Near South Side,,,2003,17,,377,Active,,,https://www.redfin.com/IL/Chicago/212-E-Cullerton-St-60616/unit-403/home/12670899,MRED as Distributed by MLS Grid,11917773,N,Y,41.8557482,-87.6217636
MLS Listing,,Condo/Co-op,1363 W Hubbard St #2,Chicago,IL,60642,619000,2,2.0,CHI - West Town,,,2023,17,,150,Active,,,https://www.redfin.com/IL/Chicago/1363-W-Hubbard-St-60642/unit-2/home/14102900,MRED as Distributed by MLS Grid,11879638,N,Y,41.8896977,-87.6613719
MLS Listing,,Single Family Residential,10555 S King Dr,Chicago,IL,60628,284000,4,2.0,CHI - Roseland,2200,3125,1957,17,129,,Active,,,https://www.redfin.com/IL/Chicago/10555-S-King-Dr-60628/home/13081716,MRED as Distributed by MLS Grid,11918746,N,Y,41.7020895,-87.6132965
MLS Listing,,Single Family Residential,8621 S Dante Ave,Chicago,IL,60619,179900,4,2.0,CHI - Avalon Park,,3125,1948,17,,,Active,,,https://www.redfin.com/IL/Chicago/8621-S-Dante-Ave-60619/home/13220990,MRED as Distributed by MLS Grid,11918736,N,Y,41.7380501,-87.5888452
MLS Listing,,Condo/Co-op,1363 W Hubbard St #3,Chicago,IL,60642,1259000,3,2.5,CHI - West Town,,,2023,17,,225,Active,,,https://www.redfin.com/IL/Chicago/1363-W-Hubbard-St-60642/unit-3/home/188194065,MRED as Distributed by MLS Grid,11879646,N,Y,41.8896977,-87.6613719
